TRACK,SOURCE,GLOBAL KEY,BEATPORT KEY,SUBGENRE,AUDIO LINK,ARTIST,TRACK
2667501,forum,B minor,Gb minor,deep-house,http://geo-samples.beatport.com/lofi/2667501.LOFI.mp3,,
2673157,forum,B minor,F major,deep-house,http://geo-samples.beatport.com/lofi/2673157.LOFI.mp3,,
2673251,endo_a forum,Eb minor,Eb major,tech-house,http://geo-samples.beatport.com/lofi/2673251.LOFI.mp3,Audiofly,Fela (SIS Edit)
2673252,endo_a forum,C minor,C major,tech-house,http://geo-samples.beatport.com/lofi/2673252.LOFI.mp3,M.A.N.D.Y.,4+1 (SIS Edit)
2673254,endo_a,D minor,D minor,tech-house,http://geo-samples.beatport.com/lofi/2673254.LOFI.mp3,Lopazz,Funkshovel (SIS Edit)
2676506,forum,C minor,F minor,dj-tools,http://geo-samples.beatport.com/lofi/2676506.LOFI.mp3,,
2680040,forum,A minor,A major,progressive-house,http://geo-samples.beatport.com/lofi/2680040.LOFI.mp3,,
2725284,forum,G minor,Ab minor,drum-and-bass,http://geo-samples.beatport.com/lofi/2725284.LOFI.mp3,,
2725286,forum,G minor,G minor,drum-and-bass,http://geo-samples.beatport.com/lofi/2725286.LOFI.mp3,,
2725289,forum,E minor,A minor,drum-and-bass,http://geo-samples.beatport.com/lofi/2725289.LOFI.mp3,,
2725290,forum,G minor,D major,drum-and-bass,http://geo-samples.beatport.com/lofi/2725290.LOFI.mp3,,
2741219,endo_a,A minor,A minor,tech-house,http://geo-samples.beatport.com/lofi/2741219.LOFI.mp3,Kaiserdisco,Lurin (Original Mix)
2760321,forum,C major,A minor,house,http://geo-samples.beatport.com/lofi/2760321.LOFI.mp3,,
2996293,forum,D major,E minor,progressive-house,http://geo-samples.beatport.com/lofi/2996293.LOFI.mp3,,
3003894,forum,C minor,C major,techno,http://geo-samples.beatport.com/lofi/3003894.LOFI.mp3,,
3005030,forum,E minor,E major,dubstep,http://geo-samples.beatport.com/lofi/3005030.LOFI.mp3,,
3014118,forum,E minor,B minor,chill-out,http://geo-samples.beatport.com/lofi/3014118.LOFI.mp3,,
3015217,forum,F minor,C minor,electro-house,http://geo-samples.beatport.com/lofi/3015217.LOFI.mp3,,
3024384,forum,A minor,E minor,breaks,http://geo-samples.beatport.com/lofi/3024384.LOFI.mp3,,
3033991,endo_b,C minor,C major,deep-house,http://geo-samples.beatport.com/lofi/3033991.LOFI.mp3,My Favorite Robot,Forest Fires - VISIONQUEST
3069201,endo_b,C major,C major,pop rock,http://geo-samples.beatport.com/lofi/3069201.LOFI.mp3,Tracey Thorn,"Swimming (Visionquest Remix, Ewan Pearson Re-Edit)"
3070298,endo_a,D minor,D major,electronica,http://geo-samples.beatport.com/lofi/3070298.LOFI.mp3,Stereo:Type,"Burnout feat. Vent, Bex Riley (Original Mix)"
3076768,forum,A major,A minor,tech-house,http://geo-samples.beatport.com/lofi/3076768.LOFI.mp3,,
3093661,forum,G minor,Bb major,electro-house,http://geo-samples.beatport.com/lofi/3093661.LOFI.mp3,,
3095708,forum,G minor,Gb major,glitch-hop,http://geo-samples.beatport.com/lofi/3095708.LOFI.mp3,,
3114501,forum,Bb minor,A minor,drum-and-bass,http://geo-samples.beatport.com/lofi/3114501.LOFI.mp3,,
3116329,forum,G minor,D minor,drum-and-bass,http://geo-samples.beatport.com/lofi/3116329.LOFI.mp3,,
3129757,forum,Db minor,Gb major,trance,http://geo-samples.beatport.com/lofi/3129757.LOFI.mp3,,
3133794,forum,Ab minor,A minor,electro-house,http://geo-samples.beatport.com/lofi/3133794.LOFI.mp3,,
3137686,forum,A minor,A major,progressive-house,http://geo-samples.beatport.com/lofi/3137686.LOFI.mp3,,
3150078,endo_b,D major,D major,deep-house,http://geo-samples.beatport.com/lofi/3150078.LOFI.mp3,Maceo Plex,Under The Sheets (Original Mix)
3151513,forum,D minor,F major,deep-house,http://geo-samples.beatport.com/lofi/3151513.LOFI.mp3,,
3165770,forum,E minor,B minor,house,http://geo-samples.beatport.com/lofi/3165770.LOFI.mp3,,
3172588,endo_a,B minor,Gb minor,indie-dance nu-disco,http://geo-samples.beatport.com/lofi/3172588.LOFI.mp3,Sharam Jey,Army Of Men (Analog People In A Digital World Remix)
3178147,forum,A minor,A major,deep-house,http://geo-samples.beatport.com/lofi/3178147.LOFI.mp3,,
3178155,forum,A minor,F major,progressive-house,http://geo-samples.beatport.com/lofi/3178155.LOFI.mp3,,
3186615,forum,F minor,F major,tech-house,http://geo-samples.beatport.com/lofi/3186615.LOFI.mp3,,
3211603,forum,C minor,G minor,trance,http://geo-samples.beatport.com/lofi/3211603.LOFI.mp3,,
3211733,forum,D minor,C minor,deep-house,http://geo-samples.beatport.com/lofi/3211733.LOFI.mp3,,
3228297,forum,B minor,A major,house,http://geo-samples.beatport.com/lofi/3228297.LOFI.mp3,,
3228649,forum,Ab minor,Eb minor,progressive-house,http://geo-samples.beatport.com/lofi/3228649.LOFI.mp3,,
3228698,forum,E minor,E major,tech-house,http://geo-samples.beatport.com/lofi/3228698.LOFI.mp3,,
3229038,forum,Eb major,C minor,progressive-house,http://geo-samples.beatport.com/lofi/3229038.LOFI.mp3,,
3232851,forum,A minor,A major,techno,http://geo-samples.beatport.com/lofi/3232851.LOFI.mp3,,
3233653,endo_b,F major,F major,indie-dance nu-disco,http://geo-samples.beatport.com/lofi/3233653.LOFI.mp3,Pachanga Boys,Time (Original Mix)
3246151,forum,Bb minor,Bb major,progressive-house,http://geo-samples.beatport.com/lofi/3246151.LOFI.mp3,,
3249708,forum,F minor,F major,deep-house,http://geo-samples.beatport.com/lofi/3249708.LOFI.mp3,,
3250632,forum,F minor,F major,trance,http://geo-samples.beatport.com/lofi/3250632.LOFI.mp3,,
3257231,forum,E minor,G major,trance,http://geo-samples.beatport.com/lofi/3257231.LOFI.mp3,,
3260121,forum,Ab minor,Ab major,progressive-house,http://geo-samples.beatport.com/lofi/3260121.LOFI.mp3,,
3262951,forum,C minor,Eb major,progressive-house,http://geo-samples.beatport.com/lofi/3262951.LOFI.mp3,,
3270413,forum,A minor,G major,house,http://geo-samples.beatport.com/lofi/3270413.LOFI.mp3,,
3271514,endo_b,A minor,A minor,house,http://geo-samples.beatport.com/lofi/3271514.LOFI.mp3,Mario & Vidis,Suspend The Feeling feat. Giedre (12-Inch Edit)
3272873,forum,B minor,B major,progressive-house,http://geo-samples.beatport.com/lofi/3272873.LOFI.mp3,,
3274260,forum,D minor,A minor,house,http://geo-samples.beatport.com/lofi/3274260.LOFI.mp3,,
3275147,forum,F minor,C minor,progressive-house,http://geo-samples.beatport.com/lofi/3275147.LOFI.mp3,,
3284384,forum,A minor,B major,house,http://geo-samples.beatport.com/lofi/3284384.LOFI.mp3,,
3288636,forum,A minor,A major,progressive-house,http://geo-samples.beatport.com/lofi/3288636.LOFI.mp3,,
3298344,forum,F minor,F major,dubstep,http://geo-samples.beatport.com/lofi/3298344.LOFI.mp3,,
3302298,forum,C minor,Bb major,house,http://geo-samples.beatport.com/lofi/3302298.LOFI.mp3,,
3302451,forum,B minor,D major,progressive-house,http://geo-samples.beatport.com/lofi/3302451.LOFI.mp3,,
3313070,forum,B minor,D major,progressive-house,http://geo-samples.beatport.com/lofi/3313070.LOFI.mp3,,
3313145,forum,E major,Db minor,electro-house,http://geo-samples.beatport.com/lofi/3313145.LOFI.mp3,,
3317232,forum,C minor,G minor,progressive-house,http://geo-samples.beatport.com/lofi/3317232.LOFI.mp3,,
3317417,forum,G minor,Bb major,progressive-house,http://geo-samples.beatport.com/lofi/3317417.LOFI.mp3,,
3319290,forum,F major,C minor,progressive-house,http://geo-samples.beatport.com/lofi/3319290.LOFI.mp3,,
3319589,forum,Gb minor,E minor,trance,http://geo-samples.beatport.com/lofi/3319589.LOFI.mp3,,
3324024,endo_b,Ab minor,Ab minor,tech-house,http://geo-samples.beatport.com/lofi/3324024.LOFI.mp3,Raffa FL,Hot For You (Hot Since 82 Dub)
3334441,forum,G minor,Bb major,trance,http://geo-samples.beatport.com/lofi/3334441.LOFI.mp3,,
3334471,forum,Gb minor,Db minor,trance,http://geo-samples.beatport.com/lofi/3334471.LOFI.mp3,,
3338963,forum,G minor,D minor,psy-trance,http://geo-samples.beatport.com/lofi/3338963.LOFI.mp3,,
3339291,forum,G minor,B minor,techno,http://geo-samples.beatport.com/lofi/3339291.LOFI.mp3,,
3344291,forum,D minor,Eb minor,tech-house,http://geo-samples.beatport.com/lofi/3344291.LOFI.mp3,,
3345479,forum,D minor,F major,house,http://geo-samples.beatport.com/lofi/3345479.LOFI.mp3,,
3349486,forum,F minor,F major,electronica,http://geo-samples.beatport.com/lofi/3349486.LOFI.mp3,,
3349967,forum,Eb minor,Db major,house,http://geo-samples.beatport.com/lofi/3349967.LOFI.mp3,,
3354212,forum,Gb major,Bb minor,progressive-house,http://geo-samples.beatport.com/lofi/3354212.LOFI.mp3,,
3356535,forum,F minor,A minor,progressive-house,http://geo-samples.beatport.com/lofi/3356535.LOFI.mp3,,
3361547,forum,G minor,D minor,progressive-house,http://geo-samples.beatport.com/lofi/3361547.LOFI.mp3,,
3361909,endo_b,Eb major,Eb major,house,http://geo-samples.beatport.com/lofi/3361909.LOFI.mp3,Goldfrapp,Strict Machine (Jamie Jones Remix)
3363196,forum,E minor,E major,electro-house,http://geo-samples.beatport.com/lofi/3363196.LOFI.mp3,,
3363602,forum,B minor,D minor,progressive-house,http://geo-samples.beatport.com/lofi/3363602.LOFI.mp3,,
3364661,forum,A major,A major,trance,http://geo-samples.beatport.com/lofi/3364661.LOFI.mp3,,
3367551,forum,Db minor,E major,progressive-house,http://geo-samples.beatport.com/lofi/3367551.LOFI.mp3,,
3367553,forum,Db minor,E major,progressive-house,http://geo-samples.beatport.com/lofi/3367553.LOFI.mp3,,
3367555,forum,Eb minor,Eb major,trance,http://geo-samples.beatport.com/lofi/3367555.LOFI.mp3,,
3368117,forum,E minor,A minor,glitch-hop,http://geo-samples.beatport.com/lofi/3368117.LOFI.mp3,,
3372108,forum,Eb minor,Bb minor,trance,http://geo-samples.beatport.com/lofi/3372108.LOFI.mp3,,
3377323,forum,F minor,F major,tech-house,http://geo-samples.beatport.com/lofi/3377323.LOFI.mp3,,
3379400,forum,C minor,Eb major,electro-house,http://geo-samples.beatport.com/lofi/3379400.LOFI.mp3,,
3383171,forum,A minor,A major,progressive-house,http://geo-samples.beatport.com/lofi/3383171.LOFI.mp3,,
3387619,endo_b,A minor,A minor,indie-dance nu-disco,http://geo-samples.beatport.com/lofi/3387619.LOFI.mp3,Finnebassen,If You Only Knew (Original Mix)
3389317,forum,A minor,E major,electro-house,http://geo-samples.beatport.com/lofi/3389317.LOFI.mp3,,
3390952,forum,C minor,C major,trance,http://geo-samples.beatport.com/lofi/3390952.LOFI.mp3,,
3395666,endo_b,Gb minor,Gb minor,deep-house,http://geo-samples.beatport.com/lofi/3395666.LOFI.mp3,Guy Gerber,The Mirror Game
3397932,forum,B minor,A minor,drum-and-bass,http://geo-samples.beatport.com/lofi/3397932.LOFI.mp3,,
3400782,forum,F minor,Bb minor,drum-and-bass,http://geo-samples.beatport.com/lofi/3400782.LOFI.mp3,,
3402886,forum,Gb major,Gb major,dubstep,http://geo-samples.beatport.com/lofi/3402886.LOFI.mp3,,
3402887,forum,F minor,F major,electro-house,http://geo-samples.beatport.com/lofi/3402887.LOFI.mp3,,
3402888,forum,D minor,A minor,progressive-house,http://geo-samples.beatport.com/lofi/3402888.LOFI.mp3,,
3409548,forum,Eb minor,Bb major,electronica,http://geo-samples.beatport.com/lofi/3409548.LOFI.mp3,,
3415063,forum,G minor,F major,electro-house,http://geo-samples.beatport.com/lofi/3415063.LOFI.mp3,,
3415421,forum,E minor,D major,progressive-house,http://geo-samples.beatport.com/lofi/3415421.LOFI.mp3,,
3424038,forum,Db minor,Db major,electronica,http://geo-samples.beatport.com/lofi/3424038.LOFI.mp3,,
3426022,endo_b,D minor,D minor,indie-dance nu-disco,http://geo-samples.beatport.com/lofi/3426022.LOFI.mp3,Flight Facilities,With You Feat. Grovesnor (David August Remix)
3426285,endo_b,Eb minor,Eb minor,deep-house,http://geo-samples.beatport.com/lofi/3426285.LOFI.mp3,Karmon,Turning Point
3428673,endo_b,C minor,C minor,deep-house,http://geo-samples.beatport.com/lofi/3428673.LOFI.mp3,Doctor Dru,The Voice Of Dru (Original Mix)
3432247,forum,E minor,G major,progressive-house,http://geo-samples.beatport.com/lofi/3432247.LOFI.mp3,,
3434746,forum,A minor,F major,electro-house,http://geo-samples.beatport.com/lofi/3434746.LOFI.mp3,,
3443052,endo_b,Bb minor,Bb minor,house,http://geo-samples.beatport.com/lofi/3443052.LOFI.mp3,David Morales,Golden Era (Disco Mix)
3450181,forum,C minor,G minor,techno,http://geo-samples.beatport.com/lofi/3450181.LOFI.mp3,,
3467773,forum,Bb minor,Db major,progressive-house,http://geo-samples.beatport.com/lofi/3467773.LOFI.mp3,,
3478184,endo_b,Eb minor,Eb minor,tech-house,http://geo-samples.beatport.com/lofi/3478184.LOFI.mp3,"Shonky, Dan Ghenacia",Close To The Edge (Original Mix)
3479363,forum,Eb minor,B minor,house,http://geo-samples.beatport.com/lofi/3479363.LOFI.mp3,,
3480108,forum,Gb minor,Gb major,hard-dance,http://geo-samples.beatport.com/lofi/3480108.LOFI.mp3,,
3482733,forum,G minor,G major,drum-and-bass,http://geo-samples.beatport.com/lofi/3482733.LOFI.mp3,,
3516363,forum,G minor,F major,tech-house,http://geo-samples.beatport.com/lofi/3516363.LOFI.mp3,,
3517044,forum,F minor,Ab major,progressive-house,http://geo-samples.beatport.com/lofi/3517044.LOFI.mp3,,
3518768,forum,Eb major,Eb major,progressive-house,http://geo-samples.beatport.com/lofi/3518768.LOFI.mp3,,
3518921,endo_b,B minor,B minor,deep-house,http://geo-samples.beatport.com/lofi/3518921.LOFI.mp3,Jori Hulkkonen as Third Culture,Options feat. Harri Falck (Radio Edit)
3519499,forum,G minor,Ab minor,electro-house,http://geo-samples.beatport.com/lofi/3519499.LOFI.mp3,,
3523229,forum,A minor,C major,drum-and-bass,http://geo-samples.beatport.com/lofi/3523229.LOFI.mp3,,
3524408,endo_b,Gb minor,Gb minor,deep-house,http://geo-samples.beatport.com/lofi/3524408.LOFI.mp3,Monte,True (Original Mix)
3526370,forum,G minor,Bb major,electro-house,http://geo-samples.beatport.com/lofi/3526370.LOFI.mp3,,
3533310,endo_b,B major,B major,deep-house,http://geo-samples.beatport.com/lofi/3533310.LOFI.mp3,My Favorite Robot,Barricade (Original)
3533740,endo_b,B minor,A major,deep-house,http://geo-samples.beatport.com/lofi/3533740.LOFI.mp3,Jamie Jones,City At Night Featuring Surveillance Party 2010
3533956,endo_b,G minor,G minor,deep-house,http://geo-samples.beatport.com/lofi/3533956.LOFI.mp3,Walker & Royce,You're Not Welcome (Francesca Lombardo Remix)
3535112,forum,Bb minor,none,progressive-house,http://geo-samples.beatport.com/lofi/3535112.LOFI.mp3,,
3542099,forum,F minor,C minor,dubstep,http://geo-samples.beatport.com/lofi/3542099.LOFI.mp3,,
3545728,forum,F minor,F major,trance,http://geo-samples.beatport.com/lofi/3545728.LOFI.mp3,,
3561744,forum,G minor,Gb minor,dubstep,http://geo-samples.beatport.com/lofi/3561744.LOFI.mp3,,
3568438,forum,Ab major,C minor,drum-and-bass,http://geo-samples.beatport.com/lofi/3568438.LOFI.mp3,,
3568459,forum,G major,B minor,drum-and-bass,http://geo-samples.beatport.com/lofi/3568459.LOFI.mp3,,
3568465,forum,A minor,B minor,drum-and-bass,http://geo-samples.beatport.com/lofi/3568465.LOFI.mp3,,
3571314,endo_b,Db minor,A major,deep-house,http://geo-samples.beatport.com/lofi/3571314.LOFI.mp3,Oscar G.,Hypnotized feat Stryke (Climbers Remix)
3572701,forum,F minor,F major,electronica,http://geo-samples.beatport.com/lofi/3572701.LOFI.mp3,,
3572702,forum,E minor,B major,electronica,http://geo-samples.beatport.com/lofi/3572702.LOFI.mp3,,
3574815,forum,A minor,E minor,dubstep,http://geo-samples.beatport.com/lofi/3574815.LOFI.mp3,,
3589347,forum,C minor,none,progressive-house,http://geo-samples.beatport.com/lofi/3589347.LOFI.mp3,,
3590070,forum,Gb minor,A major,drum-and-bass,http://geo-samples.beatport.com/lofi/3590070.LOFI.mp3,,
3596904,forum,A major,none,electro-house,http://geo-samples.beatport.com/lofi/3596904.LOFI.mp3,,
3602280,forum,G minor,C minor,techno,http://geo-samples.beatport.com/lofi/3602280.LOFI.mp3,,
3602282,forum,E minor,A minor,minimal,http://geo-samples.beatport.com/lofi/3602282.LOFI.mp3,,
3625299,forum,G minor,Bb major,dubstep,http://geo-samples.beatport.com/lofi/3625299.LOFI.mp3,,
3625787,endo_b,C minor,C minor,deep-house,http://geo-samples.beatport.com/lofi/3625787.LOFI.mp3,Cameo Culture,Night Swimming
3625788,endo_b,G minor,G minor,deep-house,http://geo-samples.beatport.com/lofi/3625788.LOFI.mp3,Cameo Culture,Parts Of You And I
3628628,forum,B major,E minor,tech-house,http://geo-samples.beatport.com/lofi/3628628.LOFI.mp3,,
3629467,endo_b,Db minor,Db minor,progressive-house,http://geo-samples.beatport.com/lofi/3629467.LOFI.mp3,Glenn Morrison,Mine Yours (Quivver)
3629920,forum,G minor,G major,drum-and-bass,http://geo-samples.beatport.com/lofi/3629920.LOFI.mp3,,
3633852,endo_b,B minor,D major,electronica,http://geo-samples.beatport.com/lofi/3633852.LOFI.mp3,"Soul Clap, Deniz Kurtel",Safe Word feat. Navid Izadi (Original Mix)
3638836,endo_b,F major,F major,deep-house,http://geo-samples.beatport.com/lofi/3638836.LOFI.mp3,Francesca Lombardo,Sofiel 
3641166,endo_b,E minor,E minor,deep-house,http://geo-samples.beatport.com/lofi/3641166.LOFI.mp3,"Matt Tolfrey, Maher Daniel",It Ain't Over Yet (Gavin Herlihy Remix)
3642384,endo_b,Eb minor,Bb minor,tech-house,http://geo-samples.beatport.com/lofi/3642384.LOFI.mp3,Slok,Lonely Child (2012 Mix)
3642409,endo_b,Ab minor,Ab minor,tech-house,http://geo-samples.beatport.com/lofi/3642409.LOFI.mp3,Mark Henning,Chicago Sunrise (1998 Edit)  
3648814,forum,B minor,B major,techno,http://geo-samples.beatport.com/lofi/3648814.LOFI.mp3,,
3661550,forum,A minor,A major,minimal,http://geo-samples.beatport.com/lofi/3661550.LOFI.mp3,,
3667215,forum,Ab minor,B major,electro-house,http://geo-samples.beatport.com/lofi/3667215.LOFI.mp3,,
3667683,endo_b,G minor,G minor,deep-house,http://geo-samples.beatport.com/lofi/3667683.LOFI.mp3,Climbers,Hypnotic Vision (Original Mix)
3668409,forum,E minor,B minor,trance,http://geo-samples.beatport.com/lofi/3668409.LOFI.mp3,,
3681890,forum,C major,G major,progressive-house,http://geo-samples.beatport.com/lofi/3681890.LOFI.mp3,,
3686302,forum,D minor,D major,trance,http://geo-samples.beatport.com/lofi/3686302.LOFI.mp3,,
3687442,endo_b,Ab minor,Eb minor,indie-dance nu-disco,http://geo-samples.beatport.com/lofi/3687442.LOFI.mp3,The Crooners,Blame (Tiger Stripes Remix)
3695262,endo_b,F minor,F minor,tech-house,http://geo-samples.beatport.com/lofi/3695262.LOFI.mp3,Oxia,Harmonie (Simon Mattson Remix)
3696226,endo_b,Ab minor,Ab major,deep-house,http://geo-samples.beatport.com/lofi/3696226.LOFI.mp3,Denney,Ultraviolet
3701975,forum,F major,F major,chill-out,http://geo-samples.beatport.com/lofi/3701975.LOFI.mp3,,
3703893,forum,E major,none,progressive-house,http://geo-samples.beatport.com/lofi/3703893.LOFI.mp3,,
3706570,endo_b,Eb minor,Eb minor,deep-house,http://geo-samples.beatport.com/lofi/3706570.LOFI.mp3,"Roland Clark, Andre Crom, Martin Dawson",Back To The Future Feat. Roland Clark (Monte Remix)
3713557,endo_b,Bb minor,Bb minor,deep-house,http://geo-samples.beatport.com/lofi/3713557.LOFI.mp3,Him Self Her,Gone Too Long (Original Mix)
3725440,forum,F minor,C minor,dubstep,http://geo-samples.beatport.com/lofi/3725440.LOFI.mp3,,
3740062,forum,F minor,Ab major,dubstep,http://geo-samples.beatport.com/lofi/3740062.LOFI.mp3,,
3753635,forum,F major,C major,hardcore hard-techno,http://geo-samples.beatport.com/lofi/3753635.LOFI.mp3,,
3757006,endo_b,Eb major,Eb major,house,http://geo-samples.beatport.com/lofi/3757006.LOFI.mp3,Nneka,Shining Star (Joe Goddard Remix)
3759800,forum,B minor,D major,electro-house,http://geo-samples.beatport.com/lofi/3759800.LOFI.mp3,,
3767408,endo_b,G minor,G minor,house,http://geo-samples.beatport.com/lofi/3767408.LOFI.mp3,"Miguel Campbell, Ricky Ahmed",Tell Me (Original Mix)
3772753,endo_b,D minor,A minor,deep-house,http://geo-samples.beatport.com/lofi/3772753.LOFI.mp3,Robosonic,The Edge (Original Mix)
3773561,endo_b,D minor,D minor,deep-house,http://geo-samples.beatport.com/lofi/3773561.LOFI.mp3,Sidney Charles,Don't Go (Doctor Dru Remix)
3776015,forum,Ab minor,A minor,techno,http://geo-samples.beatport.com/lofi/3776015.LOFI.mp3,,
3789116,endo_b,E minor,B minor,deep-house,http://geo-samples.beatport.com/lofi/3789116.LOFI.mp3,Maceo Plex & Jon Dasilva,Love Somebody Else feat. Joi Cardwell
3789117,endo_b,Bb minor,Bb minor,deep-house,http://geo-samples.beatport.com/lofi/3789117.LOFI.mp3,Maceo Plex & Jon Dasilva,Future Musik (A Tribute To Closer Musik)
3792959,endo_b,E minor,A major,deep-house,http://geo-samples.beatport.com/lofi/3792959.LOFI.mp3,"Pete Tong, S.Y.F.",Dawn feat. S.Y.F. (Hot Since 82 Remix)
3794008,forum,Db minor,Db major,psy-trance,http://geo-samples.beatport.com/lofi/3794008.LOFI.mp3,,
3813682,forum,G minor,G minor,hip-hop,http://geo-samples.beatport.com/lofi/3813682.LOFI.mp3,,
3822226,endo_b,Ab minor,Gb major,deep-house,http://geo-samples.beatport.com/lofi/3822226.LOFI.mp3,"Amber Jolene, Nolan",Go Slow (Finnebassen Remix)
3826491,forum,D minor,D major,techno,http://geo-samples.beatport.com/lofi/3826491.LOFI.mp3,,
3829561,endo_b,Bb minor,Bb minor,deep-house,http://geo-samples.beatport.com/lofi/3829561.LOFI.mp3,Daniel Dubb,I Got 5 On It (Original Rework)
3833050,endo_b,Db major,Db major,tech-house,http://geo-samples.beatport.com/lofi/3833050.LOFI.mp3,Nick Curly,You Don't Have To Hopp (Guti Remix)
3836490,endo_b,F minor,F minor,deep-house,http://geo-samples.beatport.com/lofi/3836490.LOFI.mp3,Guy Gerber,The Golden Sun And The Silver Moon (Original)
3841927,forum,C minor,Bb major,indie-dance nu-disco,http://geo-samples.beatport.com/lofi/3841927.LOFI.mp3,,
3858289,endo_b,A minor,A minor,indie-dance nu-disco,http://geo-samples.beatport.com/lofi/3858289.LOFI.mp3,Hot Natured,Benediction 
3858324,endo_b,B minor,B minor,deep-house,http://geo-samples.beatport.com/lofi/3858324.LOFI.mp3,Miguel Campbell,Flight School
3858331,endo_b,C minor,C minor,deep-house,http://geo-samples.beatport.com/lofi/3858331.LOFI.mp3,Miguel Campbell,The Avenger
3873733,endo_a,Eb minor,Eb minor,deep-house,http://geo-samples.beatport.com/lofi/3873733.LOFI.mp3,Romano Alfieri,Leave The Valley (Original Mix)
3892740,forum,D major,none,pop rock,http://geo-samples.beatport.com/lofi/3892740.LOFI.mp3,,
3914630,forum,Gb major,A major,drum-and-bass,http://geo-samples.beatport.com/lofi/3914630.LOFI.mp3,,
3930672,endo_b,D minor,D minor,deep-house,http://geo-samples.beatport.com/lofi/3930672.LOFI.mp3,Karmon,Take My Hand Feat. Terry Shand (Dub Version)
3935095,forum,E minor,A minor,trance,http://geo-samples.beatport.com/lofi/3935095.LOFI.mp3,,
3938837,endo_b,E minor,E minor,deep-house,http://geo-samples.beatport.com/lofi/3938837.LOFI.mp3,"Finnebassen, Gundelach",Footsteps (Original Mix)
3939148,forum,G minor,G major,drum-and-bass,http://geo-samples.beatport.com/lofi/3939148.LOFI.mp3,,
3949799,forum,A major,C major,progressive-house,http://geo-samples.beatport.com/lofi/3949799.LOFI.mp3,,
3954078,forum,A minor,G major,progressive-house,http://geo-samples.beatport.com/lofi/3954078.LOFI.mp3,,
3954191,endo_b,F minor,F major,deep-house,http://geo-samples.beatport.com/lofi/3954191.LOFI.mp3,Finnebassen,Touching Me (Original Mix)
3958396,forum,A major,C major,electronica,http://geo-samples.beatport.com/lofi/3958396.LOFI.mp3,,
3958397,forum,A minor,C major,electronica,http://geo-samples.beatport.com/lofi/3958397.LOFI.mp3,,
3958398,forum,G minor,F major,house,http://geo-samples.beatport.com/lofi/3958398.LOFI.mp3,,
3958755,forum,Eb minor,G minor,progressive-house,http://geo-samples.beatport.com/lofi/3958755.LOFI.mp3,,
3958861,forum,E minor,G major,trance,http://geo-samples.beatport.com/lofi/3958861.LOFI.mp3,,
3963180,endo_b,Gb minor,Gb minor,deep-house,http://geo-samples.beatport.com/lofi/3963180.LOFI.mp3,"Betoko, Maurice Marshall",Not Alone feat. Maurice Marshall (Climbers Grey Sky Remix)
3967462,forum,E minor,A minor,deep-house,http://geo-samples.beatport.com/lofi/3967462.LOFI.mp3,,
3969868,forum,F minor,Eb major,chill-out,http://geo-samples.beatport.com/lofi/3969868.LOFI.mp3,,
3971416,endo_b,D minor,D minor,deep-house,http://geo-samples.beatport.com/lofi/3971416.LOFI.mp3,Hot Since 82,Knee Deep in Louise (Original Mix)
3979989,endo_b,Eb minor,Bb minor,deep-house,http://geo-samples.beatport.com/lofi/3979989.LOFI.mp3,Tiger Stripes,Out of Phase
3980001,forum,D minor,F minor,chill-out,http://geo-samples.beatport.com/lofi/3980001.LOFI.mp3,,
3986537,forum,Gb minor,A major,electro-house,http://geo-samples.beatport.com/lofi/3986537.LOFI.mp3,,
3992511,endo_b,Eb minor,Bb minor,deep-house,http://geo-samples.beatport.com/lofi/3992511.LOFI.mp3,Maceo Plex,Stimulation
3995054,forum,C major,C minor,chill-out,http://geo-samples.beatport.com/lofi/3995054.LOFI.mp3,,
3997722,endo_b,F minor,F major,deep-house,http://geo-samples.beatport.com/lofi/3997722.LOFI.mp3,Gab Rhome,1990 As In Gold Was Born
4002242,forum,A minor,E minor,progressive-house,http://geo-samples.beatport.com/lofi/4002242.LOFI.mp3,,
4014747,forum,C minor,G minor,techno,http://geo-samples.beatport.com/lofi/4014747.LOFI.mp3,,
4014749,forum,C minor,G minor,techno,http://geo-samples.beatport.com/lofi/4014749.LOFI.mp3,,
4018247,forum,G minor,none,chill-out,http://geo-samples.beatport.com/lofi/4018247.LOFI.mp3,,
4021075,forum,F minor,F major,electro-house,http://geo-samples.beatport.com/lofi/4021075.LOFI.mp3,,
4045225,endo_b,Db minor,A major,tech-house,http://geo-samples.beatport.com/lofi/4045225.LOFI.mp3,Butch feat. Hohberg,Horus
4048367,forum,B minor,D major,trance,http://geo-samples.beatport.com/lofi/4048367.LOFI.mp3,,
4049579,forum,G minor,D minor,progressive-house,http://geo-samples.beatport.com/lofi/4049579.LOFI.mp3,,
4060751,forum,Eb minor,Bb minor,progressive-house,http://geo-samples.beatport.com/lofi/4060751.LOFI.mp3,,
4062807,forum,E minor,E major,deep-house,http://geo-samples.beatport.com/lofi/4062807.LOFI.mp3,,
4066359,forum,Eb major,Bb major,electro-house,http://geo-samples.beatport.com/lofi/4066359.LOFI.mp3,,
4066435,endo_a,Bb minor,Bb minor,deep-house,http://geo-samples.beatport.com/lofi/4066435.LOFI.mp3,Dyed Soundorom,What They Say (Dyed Soundorom Remix)
4086909,forum,G minor,D major,electro-house,http://geo-samples.beatport.com/lofi/4086909.LOFI.mp3,,
